SVI Theme: Household Composition & Disability; Overall Household Composition & Disability (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Household Composition & Disability-2018-Percentile
48371,Pecos County,Texas,7.2,0.135
48457,Tyler County,Texas,7.2,0.5323
49033,Rich County,Utah,7.2,0.3314
49053,Washington County,Utah,7.2,0.632
50027,Windsor County,Vermont,7.2,0.3464
51530,Buena Vista City,Virginia,7.2,0.1178
51720,Norton City,Virginia,7.2,0.9758
53007,Chelan County,Washington,7.2,0.4744
55123,Vernon County,Wisconsin,7.2,0.2869
56023,Lincoln County,Wyoming,7.2,0.2951
02100,Haines Borough,Alaska,7.3,0.1977
02105,Hoonah-Angoon Census Area,Alaska,7.3,0.2139
02220,Sitka City and Borough,Alaska,7.3,0.1917
06003,Alpine County,California,7.3,0.6266
08017,Cheyenne County,Colorado,7.3,0.1223
13025,Brantley County,Georgia,7.3,0.8138
13101,Echols County,Georgia,7.3,0.1477
13187,Lumpkin County,Georgia,7.3,0.1232
13293,Upson County,Georgia,7.3,0.5712
16025,Camas County,Idaho,7.3,0.6546
16059,Lemhi County,Idaho,7.3,0.3703
17033,Crawford County,Illinois,7.3,0.3069
17071,Henderson County,Illinois,7.3,0.4292
17111,Mchenry County,Illinois,7.3,0.0786
17123,Marshall County,Illinois,7.3,0.1933
17139,Moultrie County,Illinois,7.3,0.263
17159,Richland County,Illinois,7.3,0.6393
17171,Scott County,Illinois,7.3,0.3241
17173,Shelby County,Illinois,7.3,0.1948
19143,Osceola County,Iowa,7.3,0.4167
19161,Sac County,Iowa,7.3,0.4801
19189,Winnebago County,Iowa,7.3,0.4932
20023,Cheyenne County,Kansas,7.3,0.5807
20045,Douglas County,Kansas,7.3,0.0057
20077,Harper County,Kansas,7.3,0.7405
20167,Russell County,Kansas,7.3,0.5065
20185,Stafford County,Kansas,7.3,0.504
21149,Mclean County,Kentucky,7.3,0.85
21223,Trimble County,Kentucky,7.3,0.8411
21233,Webster County,Kentucky,7.3,0.8045
24031,Montgomery County,Maryland,7.3,0.0764
26001,Alcona County,Michigan,7.3,0.4639
26051,Gladwin County,Michigan,7.3,0.6565
27107,Norman County,Minnesota,7.3,0.319
27137,St. Louis County,Minnesota,7.3,0.1535
30039,Granite County,Montana,7.3,0.3321
30097,Sweet Grass County,Montana,7.3,0.263
30103,Treasure County,Montana,7.3,0.2152
31085,Hayes County,Nebraska,7.3,0.1426
31097,Johnson County,Nebraska,7.3,0.4263
31105,Kimball County,Nebraska,7.3,0.9672
31163,Sherman County,Nebraska,7.3,0.3403
32011,Eureka County,Nevada,7.3,0.3757
33015,Rockingham County,New Hampshire,7.3,0.0341
35011,De Baca County,New Mexico,7.3,0.9357
35059,Union County,New Mexico,7.3,0.6415
36021,Columbia County,New York,7.3,0.383
37023,Burke County,North Carolina,7.3,0.6387
37199,Yancey County,North Carolina,7.3,0.4534
39135,Preble County,Ohio,7.3,0.4916
41015,Curry County,Oregon,7.3,0.4807
42007,Beaver County,Pennsylvania,7.3,0.3668
42011,Berks County,Pennsylvania,7.3,0.4339
42019,Butler County,Pennsylvania,7.3,0.0564
42053,Forest County,Pennsylvania,7.3,0.3508
46073,Jerauld County,South Dakota,7.3,0.1777
48003,Andrews County,Texas,7.3,0.0815
48031,Blanco County,Texas,7.3,0.3391
48063,Camp County,Texas,7.3,0.9274
48071,Chambers County,Texas,7.3,0.1942
48099,Coryell County,Texas,7.3,0.5966
48285,Lavaca County,Texas,7.3,0.9618
48337,Montague County,Texas,7.3,0.8701
48343,Morris County,Texas,7.3,0.7832
48407,San Jacinto County,Texas,7.3,0.6912
48471,Walker County,Texas,7.3,0.0041
50015,Lamoille County,Vermont,7.3,0.113
51043,Clarke County,Virginia,7.3,0.1808
51079,Greene County,Virginia,7.3,0.1926
51580,Covington City,Virginia,7.3,0.6514
51640,Galax City,Virginia,7.3,0.986
51660,Harrisonburg City,Virginia,7.3,0.0363
55023,Crawford County,Wisconsin,7.3,0.461
55059,Kenosha County,Wisconsin,7.3,0.3346
55065,Lafayette County,Wisconsin,7.3,0.4565
55083,Oconto County,Wisconsin,7.3,0.1375
55133,Waukesha County,Wisconsin,7.3,0.0503
56005,Campbell County,Wyoming,7.3,0.2439
56009,Converse County,Wyoming,7.3,0.2983
02158,Kusilvak Census Area,Alaska,7.4,0.5912
06023,Humboldt County,California,7.4,0.3225
06043,Mariposa County,California,7.4,0.3594
06081,San Mateo County,California,7.4,0.0201
08011,Bent County,Colorado,7.4,0.6457
08057,Jackson County,Colorado,7.4,0.0423
12071,Lee County,Florida,7.4,0.2798
13027,Brooks County,Georgia,7.4,0.3808
13117,Forsyth County,Georgia,7.4,0.0614
13119,Franklin County,Georgia,7.4,0.8491
13123,Gilmer County,Georgia,7.4,0.4963
13311,White County,Georgia,7.4,0.2735
16039,Elmore County,Idaho,7.4,0.4425
17063,Grundy County,Illinois,7.4,0.1423
17075,Iroquois County,Illinois,7.4,0.5279
17117,Macoupin County,Illinois,7.4,0.3989
17149,Pike County,Illinois,7.4,0.78
17183,Vermilion County,Illinois,7.4,0.8854
18051,Gibson County,Indiana,7.4,0.6243
19043,Clayton County,Iowa,7.4,0.347
19157,Poweshiek County,Iowa,7.4,0.0917
20101,Lane County,Kansas,7.4,0.5253
21185,Oldham County,Kentucky,7.4,0.0968
21187,Owen County,Kentucky,7.4,0.858
21209,Scott County,Kentucky,7.4,0.3789
22023,Cameron Parish,Louisiana,7.4,0.1092
24035,Queen Anne&#39;s County,Maryland,7.4,0.0643
26005,Allegan County,Michigan,7.4,0.171
26029,Charlevoix County,Michigan,7.4,0.2617
26111,Midland County,Michigan,7.4,0.1624
27043,Faribault County,Minnesota,7.4,0.384
29019,Boone County,Missouri,7.4,0.0216
29135,Moniteau County,Missouri,7.4,0.1802
29153,Ozark County,Missouri,7.4,0.6125
29199,Scotland County,Missouri,7.4,0.5457
31103,Keya Paha County,Nebraska,7.4,0.1582
34039,Union County,New Jersey,7.4,0.276
35001,Bernalillo County,New Mexico,7.4,0.3563
35037,Quay County,New Mexico,7.4,0.9847
37037,Chatham County,North Carolina,7.4,0.4148
37055,Dare County,North Carolina,7.4,0.1082
37063,Durham County,North Carolina,7.4,0.1022
37167,Stanly County,North Carolina,7.4,0.5794
38003,Barnes County,North Dakota,7.4,0.1172
38051,Mcintosh County,North Dakota,7.4,0.3515
38053,Mckenzie County,North Dakota,7.4,0.2235
39109,Miami County,Ohio,7.4,0.3473
40007,Beaver County,Oklahoma,7.4,0.284
41065,Wasco County,Oregon,7.4,0.8548
42099,Perry County,Pennsylvania,7.4,0.2015
46025,Clark County,South Dakota,7.4,0.475
47049,Fentress County,Tennessee,7.4,0.6991
47169,Trousdale County,Tennessee,7.4,0.22
48025,Bee County,Texas,7.4,0.419
48051,Burleson County,Texas,7.4,0.4855
48089,Colorado County,Texas,7.4,0.6447
48145,Falls County,Texas,7.4,0.4747
48149,Fayette County,Texas,7.4,0.2974
48175,Goliad County,Texas,7.4,0.5476
48227,Howard County,Texas,7.4,0.44
48335,Mitchell County,Texas,7.4,0.0634
48345,Motley County,Texas,7.4,1
49001,Beaver County,Utah,7.4,0.2394
51077,Grayson County,Virginia,7.4,0.3805
51600,Fairfax City,Virginia,7.4,0.022
51790,Staunton City,Virginia,7.4,0.4677
53043,Lincoln County,Washington,7.4,0.687
53051,Pend Oreille County,Washington,7.4,0.8223
53073,Whatcom County,Washington,7.4,0.049
55045,Green County,Wisconsin,7.4,0.2713
55107,Rusk County,Wisconsin,7.4,0.6533
55131,Washington County,Wisconsin,7.4,0.079
56043,Washakie County,Wyoming,7.4,0.6482
02185,North Slope Borough,Alaska,7.5,0.4378
06049,Modoc County,California,7.5,0.4476
06055,Napa County,California,7.5,0.0961
08025,Crowley County,Colorado,7.5,0.2315
08121,Washington County,Colorado,7.5,0.425
13127,Glynn County,Georgia,7.5,0.8112
16009,Benewah County,Idaho,7.5,0.9331
16061,Lewis County,Idaho,7.5,0.8685
17003,Alexander County,Illinois,7.5,0.9987
17005,Bond County,Illinois,7.5,0.0678
17011,Bureau County,Illinois,7.5,0.639
17097,Lake County,Illinois,7.5,0.1363
17191,Wayne County,Illinois,7.5,0.765
18123,Perry County,Indiana,7.5,0.4553
19017,Bremer County,Iowa,7.5,0.0971
19025,Calhoun County,Iowa,7.5,0.4416
19033,Cerro Gordo County,Iowa,7.5,0.4699
19063,Emmet County,Iowa,7.5,0.5848
19137,Montgomery County,Iowa,7.5,0.9592
20007,Barber County,Kansas,7.5,0.7268
20019,Chautauqua County,Kansas,7.5,0.9039
20043,Doniphan County,Kansas,7.5,0.1442
20079,Harvey County,Kansas,7.5,0.581
20147,Phillips County,Kansas,7.5,0.7383
20163,Rooks County,Kansas,7.5,0.6947
21049,Clark County,Kentucky,7.5,0.8316
26003,Alger County,Michigan,7.5,0.2353
27001,Aitkin County,Minnesota,7.5,0.4897
27039,Dodge County,Minnesota,7.5,0.3916
27041,Douglas County,Minnesota,7.5,0.2245
27153,Todd County,Minnesota,7.5,0.476
29137,Monroe County,Missouri,7.5,0.8669
29147,Nodaway County,Missouri,7.5,0.0188
29197,Schuyler County,Missouri,7.5,0.8348
31083,Harlan County,Nebraska,7.5,0.525
31145,Red Willow County,Nebraska,7.5,0.3827
31149,Rock County,Nebraska,7.5,0.0926
31171,Thomas County,Nebraska,7.5,0.1449
31181,Webster County,Nebraska,7.5,0.673
31183,Wheeler County,Nebraska,7.5,0.1681
34003,Bergen County,New Jersey,7.5,0.0315
35017,Grant County,New Mexico,7.5,0.9468
36091,Saratoga County,New York,7.5,0.0471
36113,Warren County,New York,7.5,0.2499
37009,Ashe County,North Carolina,7.5,0.3738
40003,Alfalfa County,Oklahoma,7.5,0.3438
40025,Cimarron County,Oklahoma,7.5,0.8841
40033,Cotton County,Oklahoma,7.5,0.8905
40105,Nowata County,Oklahoma,7.5,0.7396
41025,Harney County,Oregon,7.5,0.8459
46033,Custer County,South Dakota,7.5,0.2101
46043,Douglas County,South Dakota,7.5,0.2779
46093,Meade County,South Dakota,7.5,0.1146
46107,Potter County,South Dakota,7.5,0.2544
47015,Cannon County,Tennessee,7.5,0.3894
47055,Giles County,Tennessee,7.5,0.6351
47095,Lake County,Tennessee,7.5,0.6129
48049,Brown County,Texas,7.5,0.4556
48265,Kerr County,Texas,7.5,0.8733
48315,Marion County,Texas,7.5,0.4419
48377,Presidio County,Texas,7.5,0.9971
48409,San Patricio County,Texas,7.5,0.829
48445,Terry County,Texas,7.5,0.9109
48453,Travis County,Texas,7.5,0.0353
48467,Van Zandt County,Texas,7.5,0.7192
49009,Daggett County,Utah,7.5,0.0153
49049,Utah County,Utah,7.5,0.0602
50017,Orange County,Vermont,7.5,0.3158
51061,Fauquier County,Virginia,7.5,0.0904
51119,Middlesex County,Virginia,7.5,0.2031
51127,New Kent County,Virginia,7.5,0.0223
51145,Powhatan County,Virginia,7.5,0.0191
51678,Lexington City,Virginia,7.5,0.015
51750,Radford City,Virginia,7.5,0.0022
53019,Ferry County,Washington,7.5,0.8179
55003,Ashland County,Wisconsin,7.5,0.6275
55067,Langlade County,Wisconsin,7.5,0.5342
55113,Sawyer County,Wisconsin,7.5,0.752
55119,Taylor County,Wisconsin,7.5,0.4018
04019,Pima County,Arizona,7.6,0.5689
05017,Chicot County,Arkansas,7.6,0.9911
05021,Clay County,Arkansas,7.6,0.9876
05063,Independence County,Arkansas,7.6,0.9115
06013,Contra Costa County,California,7.6,0.141
06111,Ventura County,California,7.6,0.1162
08009,Baca County,Colorado,7.6,0.7291
08043,Fremont County,Colorado,7.6,0.405
08105,Rio Grande County,Colorado,7.6,0.893
13011,Banks County,Georgia,7.6,0.4658
13137,Habersham County,Georgia,7.6,0.333
13249,Schley County,Georgia,7.6,0.8644
13275,Thomas County,Georgia,7.6,0.9424
16021,Boundary County,Idaho,7.6,0.397
16047,Gooding County,Idaho,7.6,0.4833
17021,Christian County,Illinois,7.6,0.306
17041,Douglas County,Illinois,7.6,0.3795
17109,Mcdonough County,Illinois,7.6,0.0443
17193,White County,Illinois,7.6,0.9226
18049,Fulton County,Indiana,7.6,0.5164
19031,Cedar County,Iowa,7.6,0.1006
19067,Floyd County,Iowa,7.6,0.7498
19097,Jackson County,Iowa,7.6,0.5177
19103,Johnson County,Iowa,7.6,0.006
19197,Wright County,Iowa,7.6,0.8933
20093,Kearny County,Kansas,7.6,0.2579
20161,Riley County,Kansas,7.6,0.0067
20193,Thomas County,Kansas,7.6,0.1063
20197,Wabaunsee County,Kansas,7.6,0.4734
20207,Woodson County,Kansas,7.6,0.6765
21143,Lyon County,Kentucky,7.6,0.3719
22081,Red River Parish,Louisiana,7.6,0.8507
24013,Carroll County,Maryland,7.6,0.0519
26043,Dickinson County,Michigan,7.6,0.5979
26085,Lake County,Michigan,7.6,0.5317
26095,Luce County,Michigan,7.6,0.3002
26103,Marquette County,Michigan,7.6,0.0748
26139,Ottawa County,Michigan,7.6,0.0805
26151,Sanilac County,Michigan,7.6,0.6784
26155,Shiawassee County,Michigan,7.6,0.3531
27021,Cass County,Minnesota,7.6,0.7857
27031,Cook County,Minnesota,7.6,0.1955
27033,Cottonwood County,Minnesota,7.6,0.7428
27077,Lake Of The Woods County,Minnesota,7.6,0.1525
27103,Nicollet County,Minnesota,7.6,0.1783
27113,Pennington County,Minnesota,7.6,0.5466
27163,Washington County,Minnesota,7.6,0.1458
29001,Adair County,Missouri,7.6,0.0146
29109,Lawrence County,Missouri,7.6,0.8956
29225,Webster County,Missouri,7.6,0.3763
30021,Dawson County,Montana,7.6,0.0656
30095,Stillwater County,Montana,7.6,0.1611
31007,Banner County,Nebraska,7.6,0.2283
31049,Deuel County,Nebraska,7.6,0.4355
31137,Phelps County,Nebraska,7.6,0.2365
31177,Washington County,Nebraska,7.6,0.2579
35051,Sierra County,New Mexico,7.6,0.9516
36087,Rockland County,New York,7.6,0.1391
37137,Pamlico County,North Carolina,7.6,0.433
37143,Perquimans County,North Carolina,7.6,0.2935
38041,Hettinger County,North Dakota,7.6,0.2919
38047,Logan County,North Dakota,7.6,0.092
39127,Perry County,Ohio,7.6,0.8227
39163,Vinton County,Ohio,7.6,0.844
41005,Clackamas County,Oregon,7.6,0.0828
41049,Morrow County,Oregon,7.6,0.5298
41063,Wallowa County,Oregon,7.6,0.7278
42111,Somerset County,Pennsylvania,7.6,0.2607
46039,Deuel County,South Dakota,7.6,0.2878
46049,Faulk County,South Dakota,7.6,0.2837
48059,Callahan County,Texas,7.6,0.6157
48135,Ector County,Texas,7.6,0.5167
48197,Hardeman County,Texas,7.6,0.7908
48381,Randall County,Texas,7.6,0.1732
49023,Juab County,Utah,7.6,0.3206
49029,Morgan County,Utah,7.6,0.0544
49035,Salt Lake County,Utah,7.6,0.1595
50005,Caledonia County,Vermont,7.6,0.3235
51003,Albemarle County,Virginia,7.6,0.0318
51021,Bland County,Virginia,7.6,0.3012
51115,Mathews County,Virginia,7.6,0.1824
51685,Manassas Park City,Virginia,7.6,0.3493
53033,King County,Washington,7.6,0.0134
55061,Kewaunee County,Wisconsin,7.6,0.1289
56007,Carbon County,Wyoming,7.6,0.3343
56045,Weston County,Wyoming,7.6,0.226
05083,Logan County,Arkansas,7.7,0.944
05117,Prairie County,Arkansas,7.7,0.7622
05127,Scott County,Arkansas,7.7,0.9303
06035,Lassen County,California,7.7,0.0535
06103,Tehama County,California,7.7,0.9761
08001,Adams County,Colorado,7.7,0.4008
08099,Prowers County,Colorado,7.7,0.9436
12103,Pinellas County,Florida,7.7,0.2614
13111,Fannin County,Georgia,7.7,0.5244
13171,Lamar County,Georgia,7.7,0.056
13241,Rabun County,Georgia,7.7,0.4887
17025,Clay County,Illinois,7.7,0.9691
17163,St. Clair County,Illinois,7.7,0.4661
17167,Sangamon County,Illinois,7.7,0.5138
18147,Spencer County,Indiana,7.7,0.2203
18151,Steuben County,Indiana,7.7,0.2642
19091,Humboldt County,Iowa,7.7,0.4072
19139,Muscatine County,Iowa,7.7,0.4798
19183,Washington County,Iowa,7.7,0.4766
20025,Clark County,Kansas,7.7,0.9131
20111,Lyon County,Kansas,7.7,0.1993
22049,Jackson Parish,Louisiana,7.7,0.9774
22125,West Feliciana Parish,Louisiana,7.7,0.1009
23007,Franklin County,Maine,7.7,0.212
26061,Houghton County,Michigan,7.7,0.028
26071,Iron County,Michigan,7.7,0.3843
26097,Mackinac County,Michigan,7.7,0.4706
26109,Menominee County,Michigan,7.7,0.5785
26137,Otsego County,Michigan,7.7,0.7816
27011,Big Stone County,Minnesota,7.7,0.3457
27119,Polk County,Minnesota,7.7,0.3604
27173,Yellow Medicine County,Minnesota,7.7,0.7743
29017,Bollinger County,Missouri,7.7,0.6355
29025,Caldwell County,Missouri,7.7,0.7386
29067,Douglas County,Missouri,7.7,0.6329
29079,Grundy County,Missouri,7.7,0.8093
29157,Perry County,Missouri,7.7,0.6721
30033,Garfield County,Montana,7.7,0.0637
30053,Lincoln County,Montana,7.7,0.4693
31065,Furnas County,Nebraska,7.7,0.6358
31133,Pawnee County,Nebraska,7.7,0.2079
32015,Lander County,Nevada,7.7,0.6804
33001,Belknap County,New Hampshire,7.7,0.2219
33013,Merrimack County,New Hampshire,7.7,0.0745
37019,Brunswick County,North Carolina,7.7,0.348
37033,Caswell County,North Carolina,7.7,0.2792
37173,Swain County,North Carolina,7.7,0.717
38009,Bottineau County,North Dakota,7.7,0.2407
38015,Burleigh County,North Dakota,7.7,0.1652
38075,Renville County,North Dakota,7.7,0.2209
38083,Sheridan County,North Dakota,7.7,0.1334
39051,Fulton County,Ohio,7.7,0.5033
39123,Ottawa County,Ohio,7.7,0.3528
41035,Klamath County,Oregon,7.7,0.8029
42049,Erie County,Pennsylvania,7.7,0.5613
42069,Lackawanna County,Pennsylvania,7.7,0.5011
46011,Brookings County,South Dakota,7.7,0.0051
46087,Mccook County,South Dakota,7.7,0.4117
46089,Mcpherson County,South Dakota,7.7,0.3887
46123,Tripp County,South Dakota,7.7,0.6017
46135,Yankton County,South Dakota,7.7,0.4629
47003,Bedford County,Tennessee,7.7,0.8383
47129,Morgan County,Tennessee,7.7,0.4935
47135,Perry County,Tennessee,7.7,0.7163
47175,Van Buren County,Tennessee,7.7,0.4314
48013,Atascosa County,Texas,7.7,0.618
48161,Freestone County,Texas,7.7,0.8217
48221,Hood County,Texas,7.7,0.1872
48313,Madison County,Texas,7.7,0.3095
48375,Potter County,Texas,7.7,0.4986
48395,Robertson County,Texas,7.7,0.5708
48441,Taylor County,Texas,7.7,0.6905
48479,Webb County,Texas,7.7,0.611
49025,Kane County,Utah,7.7,0.3715
50013,Grand Isle County,Vermont,7.7,0.0337
51036,Charles City County,Virginia,7.7,0.1904
51045,Craig County,Virginia,7.7,0.2327
51125,Nelson County,Virginia,7.7,0.3429
51179,Stafford County,Virginia,7.7,0.2534
51690,Martinsville City,Virginia,7.7,0.9889
54073,Pleasants County,West Virginia,7.7,0.5963
55035,Eau Claire County,Wisconsin,7.7,0.0439
55039,Fond Du Lac County,Wisconsin,7.7,0.1044
02180,Nome Census Area,Alaska,7.8,0.5387
04003,Cochise County,Arizona,7.8,0.8017
06069,San Benito County,California,7.8,0.3855
06073,San Diego County,California,7.8,0.0621
06079,San Luis Obispo County,California,7.8,0.0465
06097,Sonoma County,California,7.8,0.0853
06113,Yolo County,California,7.8,0.0302
12017,Citrus County,Florida,7.8,0.4989
12061,Indian River County,Florida,7.8,0.2525
13007,Baker County,Georgia,7.8,0.5782
13083,Dade County,Georgia,7.8,0.1344
13085,Dawson County,Georgia,7.8,0.1465
13133,Greene County,Georgia,7.8,0.5212
13147,Hart County,Georgia,7.8,0.8434
13161,Jeff Davis County,Georgia,7.8,0.9086
13221,Oglethorpe County,Georgia,7.8,0.3814
13307,Webster County,Georgia,7.8,0.9637
16075,Payette County,Idaho,7.8,0.7268
17077,Jackson County,Illinois,7.8,0.0904
18015,Carroll County,Indiana,7.8,0.3139
18121,Parke County,Indiana,7.8,0.3053
18131,Pulaski County,Indiana,7.8,0.6237
19005,Allamakee County,Iowa,7.8,0.2273
19111,Lee County,Iowa,7.8,0.7822
19115,Louisa County,Iowa,7.8,0.1812
20029,Cloud County,Kansas,7.8,0.8774
20033,Comanche County,Kansas,7.8,0.5234
20121,Miami County,Kansas,7.8,0.2824
20171,Scott County,Kansas,7.8,0.0977
21041,Carroll County,Kentucky,7.8,0.8134
21141,Logan County,Kentucky,7.8,0.7042
21211,Shelby County,Kentucky,7.8,0.3149
21227,Warren County,Kentucky,7.8,0.4027
22043,Grant Parish,Louisiana,7.8,0.107
22113,Vermilion Parish,Louisiana,7.8,0.7202
26059,Hillsdale County,Michigan,7.8,0.4091
26125,Oakland County,Michigan,7.8,0.0455
27003,Anoka County,Minnesota,7.8,0.1748
27059,Isanti County,Minnesota,7.8,0.3623
27085,Mcleod County,Minnesota,7.8,0.3983
29119,Mcdonald County,Missouri,7.8,0.843
29179,Reynolds County,Missouri,7.8,0.6648
29211,Sullivan County,Missouri,7.8,0.3588
30049,Lewis And Clark County,Montana,7.8,0.1856
30109,Wibaux County,Montana,7.8,0.9577
31061,Franklin County,Nebraska,7.8,0.3575
31077,Greeley County,Nebraska,7.8,0.5377
31089,Holt County,Nebraska,7.8,0.4104
31095,Jefferson County,Nebraska,7.8,0.7514
31167,Stanton County,Nebraska,7.8,0.4387
31179,Wayne County,Nebraska,7.8,0.0108
32013,Humboldt County,Nevada,7.8,0.426
33019,Sullivan County,New Hampshire,7.8,0.3464
34037,Sussex County,New Jersey,7.8,0.021
38057,Mercer County,North Dakota,7.8,0.0592
38063,Nelson County,North Dakota,7.8,0.1859
39005,Ashland County,Ohio,7.8,0.327
40061,Haskell County,Oklahoma,7.8,0.9771
40113,Osage County,Oklahoma,7.8,0.7014
41053,Polk County,Oregon,7.8,0.3875
42045,Delaware County,Pennsylvania,7.8,0.2165
42083,Mckean County,Pennsylvania,7.8,0.6781
46003,Aurora County,South Dakota,7.8,0.7198
47033,Crockett County,Tennessee,7.8,0.8679
47057,Grainger County,Tennessee,7.8,0.5234
47189,Wilson County,Tennessee,7.8,0.2295
48157,Fort Bend County,Texas,7.8,0.1592
48429,Stephens County,Texas,7.8,0.9121
49027,Millard County,Utah,7.8,0.2486
49041,Sevier County,Utah,7.8,0.376
51071,Giles County,Virginia,7.8,0.8344
51157,Rappahannock County,Virginia,7.8,0.2117
51177,Spotsylvania County,Virginia,7.8,0.2197
51680,Lynchburg City,Virginia,7.8,0.127
55081,Monroe County,Wisconsin,7.8,0.702
56037,Sweetwater County,Wyoming,7.8,0.4193
02016,Aleutians West Census Area,Alaska,7.9,0.0277
02090,Fairbanks North Star Borough,Alaska,7.9,0.1882
05097,Montgomery County,Arkansas,7.9,0.6253
12015,Charlotte County,Florida,7.9,0.4457
12073,Leon County,Florida,7.9,0.0334
13053,Chattahoochee County,Georgia,7.9,0.0952
13149,Heard County,Georgia,7.9,0.5107
13209,Montgomery County,Georgia,7.9,0.2327
13239,Quitman County,Georgia,7.9,0.9395
13273,Terrell County,Georgia,7.9,0.8841
13309,Wheeler County,Georgia,7.9,0.0166
15007,Kauai County,Hawaii,7.9,0.1366
16079,Shoshone County,Idaho,7.9,0.6453
17023,Clark County,Illinois,7.9,0.8306
17035,Cumberland County,Illinois,7.9,0.5288
17073,Henry County,Illinois,7.9,0.3031
17127,Massac County,Illinois,7.9,0.9341
17137,Morgan County,Illinois,7.9,0.5352
18033,Dekalb County,Indiana,7.9,0.7217
18073,Jasper County,Indiana,7.9,0.4998
18175,Washington County,Indiana,7.9,0.7775
19177,Van Buren County,Iowa,7.9,0.4288
20083,Hodgeman County,Kansas,7.9,0.1662
20115,Marion County,Kansas,7.9,0.3661
20195,Trego County,Kansas,7.9,0.5304
21057,Cumberland County,Kentucky,7.9,0.3228
21075,Fulton County,Kentucky,7.9,0.9809
21151,Madison County,Kentucky,7.9,0.1649
21205,Rowan County,Kentucky,7.9,0.2133
23031,York County,Maine,7.9,0.1528
25013,Hampden County,Massachusetts,7.9,0.6593
26013,Baraga County,Michigan,7.9,0.5638
27025,Chisago County,Minnesota,7.9,0.1226
27057,Hubbard County,Minnesota,7.9,0.5431
27093,Meeker County,Minnesota,7.9,0.3496
27111,Otter Tail County,Minnesota,7.9,0.2553
27147,Steele County,Minnesota,7.9,0.3244
28045,Hancock County,Mississippi,7.9,0.9039
29073,Gasconade County,Missouri,7.9,0.4333
30077,Powell County,Montana,7.9,0.2362
32017,Lincoln County,Nevada,7.9,0.3486
35041,Roosevelt County,New Mexico,7.9,0.7472
36055,Monroe County,New York,7.9,0.2884
36069,Ontario County,New York,7.9,0.1815
36111,Ulster County,New York,7.9,0.1372
37053,Currituck County,North Carolina,7.9,0.2649
37175,Transylvania County,North Carolina,7.9,0.2744
39159,Union County,Ohio,7.9,0.128
40077,Latimer County,Oklahoma,7.9,0.958
42105,Potter County,Pennsylvania,7.9,0.6928
46057,Hamlin County,South Dakota,7.9,0.2521
47133,Overton County,Tennessee,7.9,0.4639
47173,Union County,Tennessee,7.9,0.4912
48455,Trinity County,Texas,7.9,0.7867
48481,Wharton County,Texas,7.9,0.8367
50009,Essex County,Vermont,7.9,0.5801
51049,Cumberland County,Virginia,7.9,0.7147
51051,Dickenson County,Virginia,7.9,0.6762
51141,Patrick County,Virginia,7.9,0.5014
51181,Surry County,Virginia,7.9,0.3216
55139,Winnebago County,Wisconsin,7.9,0.0659
02050,Bethel Census Area,Alaska,8,0.5597
04013,Maricopa County,Arizona,8,0.3378
05009,Boone County,Arkansas,8,0.8125
05061,Howard County,Arkansas,8,0.979
05089,Marion County,Arkansas,8,0.603
06059,Orange County,California,8,0.05
06089,Shasta County,California,8,0.7533
06115,Yuba County,California,8,0.8265
08123,Weld County,Colorado,8,0.1519
12081,Manatee County,Florida,8,0.3072
13003,Atkinson County,Georgia,8,0.7803
13049,Charlton County,Georgia,8,0.1162
13197,Marion County,Georgia,8,0.3432
13263,Talbot County,Georgia,8,0.6823
16051,Jefferson County,Idaho,8,0.1235
16055,Kootenai County,Idaho,8,0.5279
16087,Washington County,Idaho,8,0.9984
17081,Jefferson County,Illinois,8,0.8656
17099,Lasalle County,Illinois,8,0.3712
17113,Mclean County,Illinois,8,0.0271
17115,Macon County,Illinois,8,0.751
17187,Warren County,Illinois,8,0.4572
18007,Benton County,Indiana,8,0.9296
18105,Monroe County,Indiana,8,0.0131
19087,Henry County,Iowa,8,0.6269
20017,Chase County,Kansas,8,0.7698
20039,Decatur County,Kansas,8,0.4244
20051,Ellis County,Kansas,8,0.0404
20067,Grant County,Kansas,8,0.0672
21003,Allen County,Kentucky,8,0.928
21061,Edmonson County,Kentucky,8,0.3919
21077,Gallatin County,Kentucky,8,0.3782
25005,Bristol County,Massachusetts,8,0.3177
25023,Plymouth County,Massachusetts,8,0.1668
25027,Worcester County,Massachusetts,8,0.0952
26011,Arenac County,Michigan,8,0.6396
26019,Benzie County,Michigan,8,0.3184
26143,Roscommon County,Michigan,8,0.7221
26147,St. Clair County,Michigan,8,0.4632
27097,Morrison County,Minnesota,8,0.4234
27123,Ramsey County,Minnesota,8,0.2432
27129,Renville County,Minnesota,8,0.2388
28055,Issaquena County,Mississippi,8,0.127
29007,Audrain County,Missouri,8,0.4973
29015,Benton County,Missouri,8,0.553
29121,Macon County,Missouri,8,0.9567
29145,Newton County,Missouri,8,0.4107
29167,Polk County,Missouri,8,0.7854
31107,Knox County,Nebraska,8,0.496
31109,Lancaster County,Nebraska,8,0.0774
32007,Elko County,Nevada,8,0.3961
33003,Carroll County,New Hampshire,8,0.2496
33005,Cheshire County,New Hampshire,8,0.1117
34041,Warren County,New Jersey,8,0.063
35007,Colfax County,New Mexico,8,0.9312
