SVI Theme: Housing Type & Transportation; Overall Housing Type & Transportation (Percentile); NaturalBreaks
Data downloaded on 20-April-2024
County_FIPS,County,State,Diagnosed Diabetes-2018-Percentage,Overall Housing Type & Transportation-2018-Percentile
29013,Bates County,Missouri,8.7,0.404
29043,Christian County,Missouri,8.7,0.1248
30027,Fergus County,Montana,8.7,0.7291
30093,Silver Bow County,Montana,8.7,0.8415
30105,Valley County,Montana,8.7,0.1
31059,Fillmore County,Nebraska,8.7,0.0656
31139,Pierce County,Nebraska,8.7,0.0385
31155,Saunders County,Nebraska,8.7,0.0302
32001,Churchill County,Nevada,8.7,0.6358
36095,Schoharie County,New York,8.7,0.5995
37071,Gaston County,North Carolina,8.7,0.5661
37139,Pasquotank County,North Carolina,8.7,0.8268
37183,Wake County,North Carolina,8.7,0.4384
39041,Delaware County,Ohio,8.7,0.0417
39045,Fairfield County,Ohio,8.7,0.3021
39125,Paulding County,Ohio,8.7,0.2197
40051,Grady County,Oklahoma,8.7,0.2888
40093,Major County,Oklahoma,8.7,0.1783
41031,Jefferson County,Oregon,8.7,0.7889
41045,Malheur County,Oregon,8.7,0.9994
46077,Kingsbury County,South Dakota,8.7,0.0669
48073,Cherokee County,Texas,8.7,0.9217
48257,Kaufman County,Texas,8.7,0.3715
48331,Milam County,Texas,8.7,0.5829
49011,Davis County,Utah,8.7,0.1379
51057,Essex County,Virginia,8.7,0.3044
51093,Isle Of Wight County,Virginia,8.7,0.2397
51097,King And Queen County,Virginia,8.7,0.0649
51183,Sussex County,Virginia,8.7,0.8965
53013,Columbia County,Washington,8.7,0.2372
55111,Sauk County,Wisconsin,8.7,0.4011
01117,Shelby County,Alabama,8.8,0.1764
02020,Anchorage Municipality,Alaska,8.8,0.8176
02130,Ketchikan Gateway Borough,Alaska,8.8,0.9242
04011,Greenlee County,Arizona,8.8,0.3537
05011,Bradley County,Arkansas,8.8,0.8924
05041,Desha County,Arkansas,8.8,0.375
05047,Franklin County,Arkansas,8.8,0.5495
06067,Sacramento County,California,8.8,0.7603
09009,New Haven County,Connecticut,8.8,0.801
12037,Franklin County,Florida,8.8,0.8781
13013,Barrow County,Georgia,8.8,0.0506
13079,Crawford County,Georgia,8.8,0.5431
13103,Effingham County,Georgia,8.8,0.1907
13105,Elbert County,Georgia,8.8,0.5234
13173,Lanier County,Georgia,8.8,0.6995
13181,Lincoln County,Georgia,8.8,0.2904
13189,Mcduffie County,Georgia,8.8,0.8854
13303,Washington County,Georgia,8.8,0.9252
16045,Gem County,Idaho,8.8,0.2471
16069,Nez Perce County,Idaho,8.8,0.709
17195,Whiteside County,Illinois,8.8,0.2439
18011,Boone County,Indiana,8.8,0.1242
18165,Vermillion County,Indiana,8.8,0.4817
19007,Appanoose County,Iowa,8.8,0.4922
19095,Iowa County,Iowa,8.8,0.1347
20087,Jefferson County,Kansas,8.8,0.0172
20169,Saline County,Kansas,8.8,0.4947
21031,Butler County,Kentucky,8.8,0.6641
21155,Marion County,Kentucky,8.8,0.8379
21175,Morgan County,Kentucky,8.8,0.9819
21197,Powell County,Kentucky,8.8,0.7927
22013,Bienville Parish,Louisiana,8.8,0.9338
22107,Tensas Parish,Louisiana,8.8,0.425
26033,Chippewa County,Michigan,8.8,0.7727
26035,Clare County,Michigan,8.8,0.674
27007,Beltrami County,Minnesota,8.8,0.9522
27167,Wilkin County,Minnesota,8.8,0.6804
28145,Union County,Mississippi,8.8,0.5298
29183,St. Charles County,Missouri,8.8,0.1213
29219,Warren County,Missouri,8.8,0.3181
30051,Liberty County,Montana,8.8,0.6154
31019,Buffalo County,Nebraska,8.8,0.6211
34017,Hudson County,New Jersey,8.8,0.8434
34031,Passaic County,New Jersey,8.8,0.9067
35053,Socorro County,New Mexico,8.8,0.9803
36007,Broome County,New York,8.8,0.8303
36039,Greene County,New York,8.8,0.7727
36083,Rensselaer County,New York,8.8,0.7498
37001,Alamance County,North Carolina,8.8,0.802
37035,Catawba County,North Carolina,8.8,0.6616
37095,Hyde County,North Carolina,8.8,0.581
37141,Pender County,North Carolina,8.8,0.5269
37149,Polk County,North Carolina,8.8,0.7338
38081,Sargent County,North Dakota,8.8,0.1853
40035,Craig County,Oklahoma,8.8,0.7243
40081,Lincoln County,Oklahoma,8.8,0.2805
40083,Logan County,Oklahoma,8.8,0.3789
41033,Josephine County,Oregon,8.8,0.7068
42015,Bradford County,Pennsylvania,8.8,0.5065
42071,Lancaster County,Pennsylvania,8.8,0.7485
44003,Kent County,Rhode Island,8.8,0.2311
46109,Roberts County,South Dakota,8.8,0.5059
47139,Polk County,Tennessee,8.8,0.361
47185,White County,Tennessee,8.8,0.376
48187,Guadalupe County,Texas,8.8,0.3989
49057,Weber County,Utah,8.8,0.4298
51033,Caroline County,Virginia,8.8,0.3973
51103,Lancaster County,Virginia,8.8,0.1512
51109,Louisa County,Virginia,8.8,0.1856
51147,Prince Edward County,Virginia,8.8,0.8606
51153,Prince William County,Virginia,8.8,0.2346
51187,Warren County,Virginia,8.8,0.2117
54085,Ritchie County,West Virginia,8.8,0.106
05105,Perry County,Arkansas,8.9,0.6406
06007,Butte County,California,8.9,0.9484
12095,Orange County,Florida,8.9,0.787
13057,Cherokee County,Georgia,8.9,0.0955
13061,Clay County,Georgia,8.9,0.7606
13099,Early County,Georgia,8.9,0.8039
13183,Long County,Georgia,8.9,0.2461
13195,Madison County,Georgia,8.9,0.2168
13199,Meriwether County,Georgia,8.9,0.7794
13207,Monroe County,Georgia,8.9,0.6762
13225,Peach County,Georgia,8.9,0.9513
13301,Warren County,Georgia,8.9,0.8217
15001,Hawaii County,Hawaii,8.9,0.5466
17001,Adams County,Illinois,8.9,0.3782
17119,Madison County,Illinois,8.9,0.3725
17143,Peoria County,Illinois,8.9,0.6444
18031,Decatur County,Indiana,8.9,0.1706
18061,Harrison County,Indiana,8.9,0.1356
18081,Johnson County,Indiana,8.9,0.1891
19045,Clinton County,Iowa,8.9,0.3219
19147,Palo Alto County,Iowa,8.9,0.3327
20047,Edwards County,Kansas,8.9,0.2754
20137,Norton County,Kansas,8.9,0.6555
20149,Pottawatomie County,Kansas,8.9,0.2254
21085,Grayson County,Kentucky,8.9,0.5501
21137,Lincoln County,Kentucky,8.9,0.4623
21203,Rockcastle County,Kentucky,8.9,0.702
22067,Morehouse Parish,Louisiana,8.9,0.9023
27087,Mahnomen County,Minnesota,8.9,0.7679
27115,Pine County,Minnesota,8.9,0.7393
27143,Sibley County,Minnesota,8.9,0.1312
28131,Stone County,Mississippi,8.9,0.5985
29087,Holt County,Missouri,8.9,0.256
29097,Jasper County,Missouri,8.9,0.5813
31185,York County,Nebraska,8.9,0.3604
37013,Beaufort County,North Carolina,8.9,0.3996
37151,Randolph County,North Carolina,8.9,0.4769
37193,Wilkes County,North Carolina,8.9,0.4578
38025,Dunn County,North Dakota,8.9,0.4435
39157,Tuscarawas County,Ohio,8.9,0.3181
40111,Okmulgee County,Oklahoma,8.9,0.7434
41019,Douglas County,Oregon,8.9,0.8682
42055,Franklin County,Pennsylvania,8.9,0.2579
47017,Carroll County,Tennessee,8.9,0.6979
47035,Cumberland County,Tennessee,8.9,0.3187
47039,Decatur County,Tennessee,8.9,0.235
47041,Dekalb County,Tennessee,8.9,0.3477
47079,Henry County,Tennessee,8.9,0.2748
47181,Wayne County,Tennessee,8.9,0.879
48291,Liberty County,Texas,8.9,0.9933
51035,Carroll County,Virginia,8.9,0.1461
53011,Clark County,Washington,8.9,0.3658
53039,Klickitat County,Washington,8.9,0.4639
53045,Mason County,Washington,8.9,0.4215
54075,Pocahontas County,West Virginia,8.9,0.8185
54101,Webster County,West Virginia,8.9,0.4696
02282,Yakutat City and Borough,Alaska,9,0.9612
04007,Gila County,Arizona,9,0.6689
05053,Grant County,Arkansas,9,0.2566
05065,Izard County,Arkansas,9,0.4629
05087,Madison County,Arkansas,9,0.3792
12099,Palm Beach County,Florida,9,0.6485
13001,Appling County,Georgia,9,0.894
13129,Gordon County,Georgia,9,0.7545
13205,Mitchell County,Georgia,9,0.9592
13231,Pike County,Georgia,9,0.0726
17031,Cook County,Illinois,9,0.8758
18103,Miami County,Indiana,9,0.5377
18137,Ripley County,Indiana,9,0.6937
19065,Fayette County,Iowa,9,0.2155
19127,Marshall County,Iowa,9,0.7415
20015,Butler County,Kansas,9,0.6243
21045,Casey County,Kentucky,9,0.5594
21053,Clinton County,Kentucky,9,0.7125
21129,Lee County,Kentucky,9,0.7997
21169,Metcalfe County,Kentucky,9,0.3133
21221,Trigg County,Kentucky,9,0.1525
22041,Franklin Parish,Louisiana,9,0.8854
22053,Jefferson Davis Parish,Louisiana,9,0.6683
22059,Lasalle Parish,Louisiana,9,0.6039
27061,Itasca County,Minnesota,9,0.6921
27065,Kanabec County,Minnesota,9,0.4534
27069,Kittson County,Minnesota,9,0.4607
28069,Kemper County,Mississippi,9,0.9446
29041,Chariton County,Missouri,9,0.1767
29047,Clay County,Missouri,9,0.1442
29101,Johnson County,Missouri,9,0.8036
29123,Madison County,Missouri,9,0.574
29127,Marion County,Missouri,9,0.6033
29165,Platte County,Missouri,9,0.1254
29195,Saline County,Missouri,9,0.8739
30041,Hill County,Montana,9,0.6122
31067,Gage County,Nebraska,9,0.1264
31081,Hamilton County,Nebraska,9,0.0185
31127,Nemaha County,Nebraska,9,0.2245
31161,Sheridan County,Nebraska,9,0.7736
36011,Cayuga County,New York,9,0.8329
37197,Yadkin County,North Carolina,9,0.4174
39019,Carroll County,Ohio,9,0.1697
39039,Defiance County,Ohio,9,0.1996
39063,Hancock County,Ohio,9,0.4674
39083,Knox County,Ohio,9,0.3703
39165,Warren County,Ohio,9,0.1331
40011,Blaine County,Oklahoma,9,0.5543
40073,Kingfisher County,Oklahoma,9,0.128
42047,Elk County,Pennsylvania,9,0.2015
42051,Fayette County,Pennsylvania,9,0.7479
45017,Calhoun County,South Carolina,9,0.4241
47001,Anderson County,Tennessee,9,0.5664
47007,Bledsoe County,Tennessee,9,0.8233
51027,Buchanan County,Virginia,9,0.673
51073,Gloucester County,Virginia,9,0.0331
51191,Washington County,Virginia,9,0.3426
51197,Wythe County,Virginia,9,0.3394
53003,Asotin County,Washington,9,0.3142
53071,Walla Walla County,Washington,9,0.9484
54037,Jefferson County,West Virginia,9,0.2849
01079,Lawrence County,Alabama,9.1,0.2028
02060,Bristol Bay Borough,Alaska,9.1,0.887
05005,Baxter County,Arkansas,9.1,0.3158
05007,Benton County,Arkansas,9.1,0.3136
05141,Van Buren County,Arkansas,9.1,0.7342
06037,Los Angeles County,California,9.1,0.9045
08101,Pueblo County,Colorado,9.1,0.7937
12101,Pasco County,Florida,9.1,0.66
13019,Berrien County,Georgia,9.1,0.4887
16035,Clearwater County,Idaho,9.1,0.6409
17093,Kendall County,Illinois,9.1,0.0478
18107,Montgomery County,Indiana,9.1,0.4234
18125,Pike County,Indiana,9.1,0.1601
18135,Randolph County,Indiana,9.1,0.1067
18183,Whitley County,Indiana,9.1,0.0299
19011,Benton County,Iowa,9.1,0.0318
19069,Franklin County,Iowa,9.1,0.0252
19119,Lyon County,Iowa,9.1,0.0398
19163,Scott County,Iowa,9.1,0.3591
20097,Kiowa County,Kansas,9.1,0.4664
20107,Linn County,Kansas,9.1,0.2082
21051,Clay County,Kentucky,9.1,0.9898
21121,Knox County,Kentucky,9.1,0.8173
22037,East Feliciana Parish,Louisiana,9.1,0.9287
22089,St. Charles Parish,Louisiana,9.1,0.2436
23025,Somerset County,Maine,9.1,0.5648
24003,Anne Arundel County,Maryland,9.1,0.3645
26031,Cheboygan County,Michigan,9.1,0.1143
27081,Lincoln County,Minnesota,9.1,0.1009
27089,Marshall County,Minnesota,9.1,0.2009
28143,Tunica County,Mississippi,9.1,0.9707
28157,Wilkinson County,Mississippi,9.1,0.8201
29005,Atchison County,Missouri,9.1,0.0742
29117,Livingston County,Missouri,9.1,0.4495
29213,Taney County,Missouri,9.1,0.9526
31131,Otoe County,Nebraska,9.1,0.1487
32510,Carson City,Nevada,9.1,0.9605
35035,Otero County,New Mexico,9.1,0.8618
37077,Granville County,North Carolina,9.1,0.517
37147,Pitt County,North Carolina,9.1,0.9647
38071,Ramsey County,North Dakota,9.1,0.8695
38077,Richland County,North Dakota,9.1,0.4865
38101,Ward County,North Dakota,9.1,0.7361
39037,Darke County,Ohio,9.1,0.0837
39161,Van Wert County,Ohio,9.1,0.0369
42039,Crawford County,Pennsylvania,9.1,0.7412
42061,Huntingdon County,Pennsylvania,9.1,0.6657
42087,Mifflin County,Pennsylvania,9.1,0.5097
42089,Monroe County,Pennsylvania,9.1,0.1194
42097,Northumberland County,Pennsylvania,9.1,0.7313
47147,Robertson County,Tennessee,9.1,0.2671
48423,Smith County,Texas,9.1,0.7252
51069,Frederick County,Virginia,9.1,0.2302
51081,Greensville County,Virginia,9.1,0.9567
51175,Southampton County,Virginia,9.1,0.5584
53041,Lewis County,Washington,9.1,0.8255
53049,Pacific County,Washington,9.1,0.5345
54029,Hancock County,West Virginia,9.1,0.383
54067,Nicholas County,West Virginia,9.1,0.5759
55027,Dodge County,Wisconsin,9.1,0.4718
56021,Laramie County,Wyoming,9.1,0.4031
02195,Petersburg Borough,Alaska,9.2,0.93
05135,Sharp County,Arkansas,9.2,0.3365
12069,Lake County,Florida,9.2,0.5855
13029,Bryan County,Georgia,9.2,0.0939
13277,Tift County,Georgia,9.2,0.9561
18019,Clark County,Indiana,9.2,0.2541
20053,Ellsworth County,Kansas,9.2,0.7959
20117,Marshall County,Kansas,9.2,0.1191
21013,Bell County,Kentucky,9.2,0.9039
26027,Cass County,Michigan,9.2,0.1633
26069,Iosco County,Michigan,9.2,0.2977
27095,Mille Lacs County,Minnesota,9.2,0.8042
29023,Butler County,Missouri,9.2,0.5998
29055,Crawford County,Missouri,9.2,0.4276
30023,Deer Lodge County,Montana,9.2,0.8128
31001,Adams County,Nebraska,9.2,0.4565
36023,Cortland County,New York,9.2,0.7969
36067,Onondaga County,New York,9.2,0.7708
36107,Tioga County,New York,9.2,0.2725
37049,Craven County,North Carolina,9.2,0.9054
37061,Duplin County,North Carolina,9.2,0.767
37093,Hoke County,North Carolina,9.2,0.5129
37107,Lenoir County,North Carolina,9.2,0.9672
37123,Montgomery County,North Carolina,9.2,0.8246
39033,Crawford County,Ohio,9.2,0.1576
39107,Mercer County,Ohio,9.2,0.0805
39143,Sandusky County,Ohio,9.2,0.2324
39155,Trumbull County,Ohio,9.2,0.3868
40049,Garvin County,Oklahoma,9.2,0.228
40123,Pontotoc County,Oklahoma,9.2,0.6402
41001,Baker County,Oregon,9.2,0.9191
42017,Bucks County,Pennsylvania,9.2,0.1983
42121,Venango County,Pennsylvania,9.2,0.4912
46047,Fall River County,South Dakota,9.2,0.7517
47071,Hardin County,Tennessee,9.2,0.4394
48203,Harrison County,Texas,9.2,0.7179
51005,Alleghany County,Virginia,9.2,0.4381
51087,Henrico County,Virginia,9.2,0.1945
51149,Prince George County,Virginia,9.2,0.4136
54007,Braxton County,West Virginia,9.2,0.7058
02013,Aleutians East Borough,Alaska,9.3,0.9351
02198,Prince of Wales-Hyder Census Area,Alaska,9.3,0.8943
05075,Lawrence County,Arkansas,9.3,0.5613
08071,Las Animas County,Colorado,9.3,0.8351
12119,Sumter County,Florida,9.3,0.3104
13267,Tattnall County,Georgia,9.3,0.9608
13287,Turner County,Georgia,9.3,0.9666
17161,Rock Island County,Illinois,9.3,0.7816
18063,Hendricks County,Indiana,9.3,0.0802
18093,Lawrence County,Indiana,9.3,0.1917
18119,Owen County,Indiana,9.3,0.242
18153,Sullivan County,Indiana,9.3,0.9357
18167,Vigo County,Indiana,9.3,0.8421
18179,Wells County,Indiana,9.3,0.1754
19117,Lucas County,Iowa,9.3,0.248
20075,Hamilton County,Kansas,9.3,0.0064
20119,Meade County,Kansas,9.3,0.0866
21161,Mason County,Kentucky,9.3,0.7237
21219,Todd County,Kentucky,9.3,0.7612
22031,De Soto Parish,Louisiana,9.3,0.7128
22061,Lincoln Parish,Louisiana,9.3,0.9755
24015,Cecil County,Maryland,9.3,0.4454
26127,Oceana County,Michigan,9.3,0.7281
28021,Claiborne County,Mississippi,9.3,1
29033,Carroll County,Missouri,9.3,0.3687
29075,Gentry County,Missouri,9.3,0.4635
29177,Ray County,Missouri,9.3,0.1901
32033,White Pine County,Nevada,9.3,0.4935
34021,Mercer County,New Jersey,9.3,0.8672
35057,Torrance County,New Mexico,9.3,0.5486
36093,Schenectady County,New York,9.3,0.6135
37073,Gates County,North Carolina,9.3,0.1372
38073,Ransom County,North Dakota,9.3,0.2798
39007,Ashtabula County,Ohio,9.3,0.844
40087,Mcclain County,Oklahoma,9.3,0.0691
40119,Payne County,Oklahoma,9.3,0.9573
42075,Lebanon County,Pennsylvania,9.3,0.6135
42085,Mercer County,Pennsylvania,9.3,0.8446
42133,York County,Pennsylvania,9.3,0.3862
47171,Unicoi County,Tennessee,9.3,0.5317
49003,Box Elder County,Utah,9.3,0.0958
49007,Carbon County,Utah,9.3,0.5619
50011,Franklin County,Vermont,9.3,0.2598
51029,Buckingham County,Virginia,9.3,0.7488
51155,Pulaski County,Virginia,9.3,0.5753
51193,Westmoreland County,Virginia,9.3,0.0761
51199,York County,Virginia,9.3,0.1538
54015,Clay County,West Virginia,9.3,0.4651
54041,Lewis County,West Virginia,9.3,0.8475
55105,Rock County,Wisconsin,9.3,0.3814
56031,Platte County,Wyoming,9.3,0.036
01011,Bullock County,Alabama,9.4,0.765
01057,Fayette County,Alabama,9.4,0.5454
01103,Morgan County,Alabama,9.4,0.5775
04015,Mohave County,Arizona,9.4,0.851
04023,Santa Cruz County,Arizona,9.4,0.4448
05029,Conway County,Arkansas,9.4,0.5393
06039,Madera County,California,9.4,0.8239
06099,Stanislaus County,California,9.4,0.6043
10005,Sussex County,Delaware,9.4,0.4247
13039,Camden County,Georgia,9.4,0.6823
13299,Ware County,Georgia,9.4,0.9029
16011,Bingham County,Idaho,9.4,0.1961
16019,Bonneville County,Idaho,9.4,0.377
18043,Floyd County,Indiana,9.4,0.205
18079,Jennings County,Indiana,9.4,0.3734
20155,Reno County,Kansas,9.4,0.7947
20191,Sumner County,Kansas,9.4,0.2404
21191,Pendleton County,Kentucky,9.4,0.3177
24047,Worcester County,Maryland,9.4,0.5193
26159,Van Buren County,Michigan,9.4,0.6842
31087,Hitchcock County,Nebraska,9.4,0.1372
35013,Doña Ana County,New Mexico,9.4,0.9723
35039,Rio Arriba County,New Mexico,9.4,0.5409
36003,Allegany County,New York,9.4,0.829
36047,Kings County,New York,9.4,0.9096
36051,Livingston County,New York,9.4,0.8278
36105,Sullivan County,New York,9.4,0.8962
37025,Cabarrus County,North Carolina,9.4,0.3633
39047,Fayette County,Ohio,9.4,0.1662
39089,Licking County,Ohio,9.4,0.2579
39111,Monroe County,Ohio,9.4,0.3349
39175,Wyandot County,Ohio,9.4,0.1477
40009,Beckham County,Oklahoma,9.4,0.9468
40071,Kay County,Oklahoma,9.4,0.6953
40075,Kiowa County,Oklahoma,9.4,0.1786
41009,Columbia County,Oregon,9.4,0.3954
42125,Washington County,Pennsylvania,9.4,0.4868
46013,Brown County,South Dakota,9.4,0.758
47051,Franklin County,Tennessee,9.4,0.2381
47121,Meigs County,Tennessee,9.4,0.2299
51047,Culpeper County,Virginia,9.4,0.5718
51099,King George County,Virginia,9.4,0.0089
51101,King William County,Virginia,9.4,0.0076
51167,Russell County,Virginia,9.4,0.2646
51171,Shenandoah County,Virginia,9.4,0.2595
54031,Hardy County,West Virginia,9.4,0.07
54083,Randolph County,West Virginia,9.4,0.8545
55087,Outagamie County,Wisconsin,9.4,0.2229
01001,Autauga County,Alabama,9.5,0.3741
01037,Coosa County,Alabama,9.5,0.2913
01059,Franklin County,Alabama,9.5,0.5275
04027,Yuma County,Arizona,9.5,0.9796
05129,Searcy County,Arkansas,9.5,0.2623
05149,Yell County,Arkansas,9.5,0.5521
06025,Imperial County,California,9.5,0.9869
10003,New Castle County,Delaware,9.5,0.5562
12111,St. Lucie County,Florida,9.5,0.4941
12131,Walton County,Florida,9.5,0.9503
13075,Cook County,Georgia,9.5,0.5158
13255,Spalding County,Georgia,9.5,0.724
16031,Cassia County,Idaho,9.5,0.4658
17029,Coles County,Illinois,9.5,0.7631
17091,Kankakee County,Illinois,9.5,0.7596
18067,Howard County,Indiana,9.5,0.2509
18141,St. Joseph County,Indiana,9.5,0.7157
18163,Vanderburgh County,Indiana,9.5,0.7096
19051,Davis County,Iowa,9.5,0.5918
19109,Kossuth County,Iowa,9.5,0.0968
21001,Adair County,Kentucky,9.5,0.9303
21021,Boyle County,Kentucky,9.5,0.4155
21229,Washington County,Kentucky,9.5,0.3486
22015,Bossier Parish,Louisiana,9.5,0.6635
22077,Pointe Coupee Parish,Louisiana,9.5,0.6024
22099,St. Martin Parish,Louisiana,9.5,0.5053
22121,West Baton Rouge Parish,Louisiana,9.5,0.9424
22127,Winn Parish,Louisiana,9.5,0.6651
26077,Kalamazoo County,Michigan,9.5,0.6947
26133,Osceola County,Michigan,9.5,0.7724
28075,Lauderdale County,Mississippi,9.5,0.9688
28119,Quitman County,Mississippi,9.5,0.8013
28121,Rankin County,Mississippi,9.5,0.5823
29111,Lewis County,Missouri,9.5,0.7771
30017,Custer County,Montana,9.5,0.6593
30087,Rosebud County,Montana,9.5,0.4409
31013,Box Butte County,Nebraska,9.5,0.4744
31055,Douglas County,Nebraska,9.5,0.6606
34015,Gloucester County,New Jersey,9.5,0.2286
35033,Mora County,New Mexico,9.5,0.4785
36019,Clinton County,New York,9.5,0.9061
37113,Macon County,North Carolina,9.5,0.2232
37157,Rockingham County,North Carolina,9.5,0.7351
37171,Surry County,North Carolina,9.5,0.7014
38061,Mountrail County,North Dakota,9.5,0.7784
39015,Brown County,Ohio,9.5,0.3671
39017,Butler County,Ohio,9.5,0.4505
39059,Guernsey County,Ohio,9.5,0.6132
39129,Pickaway County,Ohio,9.5,0.3655
40099,Murray County,Oklahoma,9.5,0.6262
41059,Umatilla County,Oregon,9.5,0.9901
41061,Union County,Oregon,9.5,0.929
42021,Cambria County,Pennsylvania,9.5,0.667
42041,Cumberland County,Pennsylvania,9.5,0.4712
42107,Schuylkill County,Pennsylvania,9.5,0.4715
48373,Polk County,Texas,9.5,0.9319
49015,Emery County,Utah,9.5,0.1999
51105,Lee County,Virginia,9.5,0.7787
51121,Montgomery County,Virginia,9.5,0.8402
51131,Northampton County,Virginia,9.5,0.5514
51163,Rockbridge County,Virginia,9.5,0.079
51810,Virginia Beach City,Virginia,9.5,0.2308
53009,Clallam County,Washington,9.5,0.7552
55079,Milwaukee County,Wisconsin,9.5,0.8529
05039,Dallas County,Arkansas,9.6,0.7421
05071,Johnson County,Arkansas,9.6,0.7625
05079,Lincoln County,Arkansas,9.6,0.9873
05099,Nevada County,Arkansas,9.6,0.8227
06019,Fresno County,California,9.6,0.844
06065,Riverside County,California,9.6,0.6632
06101,Sutter County,California,9.6,0.6654
09015,Windham County,Connecticut,9.6,0.5428
12009,Brevard County,Florida,9.6,0.3489
13073,Columbia County,Georgia,9.6,0.0357
13081,Crisp County,Georgia,9.6,0.9475
17199,Williamson County,Illinois,9.6,0.4741
18005,Bartholomew County,Indiana,9.6,0.4107
18059,Hancock County,Indiana,9.6,0.0271
18155,Switzerland County,Indiana,9.6,0.454
18157,Tippecanoe County,Indiana,9.6,0.8424
20013,Brown County,Kansas,9.6,0.1232
20189,Stevens County,Kansas,9.6,0.5081
21005,Anderson County,Kentucky,9.6,0.0564
21183,Ohio County,Kentucky,9.6,0.2101
21207,Russell County,Kentucky,9.6,0.674
22039,Evangeline Parish,Louisiana,9.6,0.9694
22065,Madison Parish,Louisiana,9.6,0.9917
26091,Lenawee County,Michigan,9.6,0.4206
28041,Greene County,Mississippi,9.6,0.6867
28091,Marion County,Mississippi,9.6,0.9179
31079,Hall County,Nebraska,9.6,0.5909
31151,Saline County,Nebraska,9.6,0.5339
35029,Luna County,New Mexico,9.6,0.9768
35061,Valencia County,New Mexico,9.6,0.5492
36089,St. Lawrence County,New York,9.6,0.943
37017,Bladen County,North Carolina,9.6,0.7555
37065,Edgecombe County,North Carolina,9.6,0.9089
37097,Iredell County,North Carolina,9.6,0.3069
37181,Vance County,North Carolina,9.6,0.9172
37195,Wilson County,North Carolina,9.6,0.8644
38091,Steele County,North Dakota,9.6,0.0105
38097,Traill County,North Dakota,9.6,0.3521
39067,Harrison County,Ohio,9.6,0.4753
40027,Cleveland County,Oklahoma,9.6,0.645
40037,Creek County,Oklahoma,9.6,0.4406
40095,Marshall County,Oklahoma,9.6,0.4887
47117,Marshall County,Tennessee,9.6,0.2996
51065,Fluvanna County,Virginia,9.6,0.0528
51143,Pittsylvania County,Virginia,9.6,0.419
51173,Smyth County,Virginia,9.6,0.83
53027,Grays Harbor County,Washington,9.6,0.8972
54063,Monroe County,West Virginia,9.6,0.1617
54093,Tucker County,West Virginia,9.6,0.411
01093,Marion County,Alabama,9.7,0.4209
05085,Lonoke County,Arkansas,9.7,0.2334
05101,Newton County,Arkansas,9.7,0.1506
13009,Baldwin County,Georgia,9.7,0.9494
13035,Butts County,Georgia,9.7,0.8319
13051,Chatham County,Georgia,9.7,0.8208
13135,Gwinnett County,Georgia,9.7,0.2337
13177,Lee County,Georgia,9.7,0.3101
13227,Pickens County,Georgia,9.7,0.319
16083,Twin Falls County,Idaho,9.7,0.3203
18025,Crawford County,Indiana,9.7,0.27
18111,Newton County,Indiana,9.7,0.042
19099,Jasper County,Iowa,9.7,0.5629
19145,Page County,Iowa,9.7,0.4333
20063,Gove County,Kansas,9.7,0.0589
21173,Montgomery County,Kentucky,9.7,0.7065
21225,Union County,Kentucky,9.7,0.3792
22087,St. Bernard Parish,Louisiana,9.7,0.1888
24025,Harford County,Maryland,9.7,0.1394
26075,Jackson County,Michigan,9.7,0.7599
28031,Covington County,Mississippi,9.7,0.2579
28105,Oktibbeha County,Mississippi,9.7,0.886
30073,Pondera County,Montana,9.7,0.8803
32021,Mineral County,Nevada,9.7,0.8663
33017,Strafford County,New Hampshire,9.7,0.8029
36029,Erie County,New York,9.7,0.6355
36097,Schuyler County,New York,9.7,0.5654
36099,Seneca County,New York,9.7,0.6832
37069,Franklin County,North Carolina,9.7,0.6052
38035,Grand Forks County,North Dakota,9.7,0.8816
39043,Erie County,Ohio,9.7,0.2783
39073,Hocking County,Ohio,9.7,0.5868
40017,Canadian County,Oklahoma,9.7,0.3053
40117,Pawnee County,Oklahoma,9.7,0.4056
45091,York County,South Carolina,9.7,0.3547
47167,Tipton County,Tennessee,9.7,0.1429
48041,Brazos County,Texas,9.7,0.914
48213,Henderson County,Texas,9.7,0.618
48401,Rusk County,Texas,9.7,0.7803
48473,Waller County,Texas,9.7,0.9265
49037,San Juan County,Utah,9.7,0.88
51025,Brunswick County,Virginia,9.7,0.7415
51111,Lunenburg County,Virginia,9.7,0.9449
54065,Morgan County,West Virginia,9.7,0.1337
01067,Henry County,Alabama,9.8,0.2713
01077,Lauderdale County,Alabama,9.8,0.5622
01095,Marshall County,Alabama,9.8,0.3149
05055,Greene County,Arkansas,9.8,0.3843
12057,Hillsborough County,Florida,9.8,0.8099
13139,Hall County,Georgia,9.8,0.6527
13297,Walton County,Georgia,9.8,0.0328
16005,Bannock County,Idaho,9.8,0.6753
18085,Kosciusko County,Indiana,9.8,0.6202
18127,Porter County,Indiana,9.8,0.2273
18149,Starke County,Indiana,9.8,0.0971
18159,Tipton County,Indiana,9.8,0.0452
19085,Harrison County,Iowa,9.8,0.135
20037,Crawford County,Kansas,9.8,0.9586
21073,Franklin County,Kentucky,9.8,0.7332
22011,Beauregard Parish,Louisiana,9.8,0.3871
23019,Penobscot County,Maine,9.8,0.8612
27023,Chippewa County,Minnesota,9.8,0.4575
